Date,Title,article
"Updated: Dec 15, 2017, 08:19 IST",HIV-positive woman who slit her throat and wrists dies,"

  COIMBATORE: Four days after she attempted to commit suicide by slitting her throat and wrists, a 30-year-old woman infected with human immunodeficiency virus (HIV) succumbed to her injuries at the , and Hospital (,) on Thursday morning. The woman is survived by her children (police didn't provide more details).
  
  ,
  According to police, the woman made the bid to kill herself on Sunday. She was admitted to the CMCH on the same day at 12.30pm. ""We carried out tracheostomy after seeking advice from plastic surgeons and ear, nose and throat specialists. She was treated by our doctors,"" said an official of the government hospital.
  ,
  ,
  The woman had cut tendons on her both wrists and also her throat. ""She died on Thursday 5.30am without responding to the treatment. The body will be kept at the mortuary for 72 hours and then postmortem will be performed,"" the official said.
  ,
  ,
  CMCH officials said the woman had registered for anti-retroviral therapy in April 2016. ""She was constantly monitored by us till this April. After that she took some traditional treatment. She returned to us in November,"" they said.
  ,
  ,
  The woman, according to CMCH officials, contracted the infection from her husband, who died a few years ago.
  ,
  ,
  Following her death, the , police on Thursday registered a case of unnatural death. The kin of the deceased were not available for comment.
  ,
  ,
  The exact reason that drove the woman to take the extreme step could not be ascertained as the police refrained from speaking to the media.
  ,
  ,
  

"
"Updated: Dec 28, 2017, 02:11 IST",They home-deliver psychosocial and medical support to 600 HIV families,"

  MUMBAI: When Shabina Khan found out in 2008 that she had HIV, she considered it a life sentence. The health of her husband, who was also , positive, was deteriorating. Doctors told her his death was imminent. So, the Bandra (E) reside-nt spent the next five months nu-rsing her bedridden husband, worrying about the HIV status of their three daughters and dipping into the family's meagre financial reserves to fund their treatment. ""I was sick of living,"" recalls Khan. ""I even tried committing suicide by drinking phenyl."" Khan agreed to TOI using her name and photo.
  
  ,
  That's when another HIV patient who saw her crying directed her to Committed Communities Development Trust (CCDT), an organization committed to developing and implementing a , for families living with HIV or ,. Today, the organization, which has been around since 1990, caters to 600 families across Mumbai by providing ,, ,, ,, ,. ""When we started this work, we found that lots of children with HIV positive parents were institutionalized because their parents could no longer work and look after them,"" explains Poonam Patkar, who has been with CCDT for 10 years. ""So, we decided to provide home-based care in order to strengthen the capacity of the family.""
  ,
  ,
  Khan was initially hesitant to approach CCDT fearing her privacy would be breached. But it turned out to be the best decision she'd made. ""Since my husband was bedridden, I'd given up hope of continuing my children's education in a good, private school,"" she recalls. ""But CCDT helped me with the fees."" They also took her husband to a hospital and got him treatment. It turned out his symptoms were more a result of tuberculosis than HIV. He's now back at work. ""People from my community wouldn't help me because of the stigma surrounding my illness,"" says Khan, ""but CCDT took me in as one of their own.""
  ,
  ,
  CCDT teaches families about the importance of taking antiretroviral drugs regularly and what do in case a HIV positive family member gets a cut or has an open wound. ""We give them a first aid kit and teach them to use gloves,"" says Patkar. ""If families can't afford gloves, we tell them to use plastic bags."" They also provide information about treatments. For instance, Khan had no idea that government hospitals provided free antiretroviral treatment and used up all her savings at a private hospital.
  ,
  ,
  Most families that CCDT works with have a monthly income of about Rs 5,000-6,000 and are daily wagers. This makes CCDT's nutritional kit of 13 items, including jaggery, peanuts, oil and soyabean, a godsend because it helps supplement their diet when they have to stay home from work because they aren't feeling well.
  ,
  ,
  To help patients recover hope after being diagnosed, CCDT has set up family support groups that meet every month. ""When I joined CCDT's support group I heard other people sharing their stories and after such a long time...I began to feel hopeful about the future,"" CCDT quoted Khan as saying in a press release. Today, Khan wows her family with her sunny outlook and derives satisfaction from counselling new CCDT entrants, who are struggling with their diagnosis.
  ,
  ,
  

"
"Updated: Dec 23, 2017, 00:16 IST",No baby of HIV +ve moms in last 2 years tested positive,"Madurai: No child born to HIV positive mothers has been tested positive with the virus in Madurai for the past two years, said P M Selvaraj Manoharan, district programme manager, District AIDS Prevention and Control Unit. ,The World AIDS day event was organised at the Sri Meenakshi Government Arts College in Madurai on Friday with the Madurai district collector K Veera Raghava Rao presiding over it. The collector said that the society should not discriminate among HIV positive people. The disease should not prevent children from doing their best and excelling in studies and also going for higher education, he said. The Government Rajaji Hospital has delivered the second highest number of children of HIV positive mothers in the state, said Manoharan.,People working for HIV/AIDS and also high risk groups including four NGOs and counsellor from the Integrated Counselling and Testing Centre in Usilampatti, were honoured at the event. Two HIV positive students who scored the highest marks in their plus two examination were honoured.,The Government Rajaji Hospital in Madurai has performed the highest number of deliveries in HIV positive mothers only next to the Tamil Nadu Institute of Obstetrics and Gynecology in the state. The HOD of gynaecology at the Government Rajaji Hospital, Dr Shanthi and Dr Chitra were honoured for their services."
"Dec 25, 2017, 11:27 IST",21 Haridwar jail inmates found to be HIV positive,"

  HARIDWAR: A recent survey conducted by the , found 21 jail inmates of Haridwar district jail to be HIV positive. The Haridwar jail houses 1,175 prisoners, including 60 women, and samples were collected from all of them, including 450 undertrials, in July 2017.
  
  ,
  The jail administration on Sunday said that all the affected inmates are undertrials and most of them are accused in theft cases. The administration, however, added that the virus didn't spread inside the jail and the undertrials were already affected.
  ,
  ,
  Jailor of Haridwar district jail, S M ,, said, ""The 21 male inmates, aged between 25 and 27, were already affected with HIV. However, they didn't know that they were carrying the virus. Seven of the 21 are, at present, out on bail and 14 others are being treated by the AIDS control society. They are all small burglars and were arrested in various cases of thefts. All are uneducated and belong to poor families.""
  ,
  ,
  He added that most of them are drug addicts, and in all probability, they got infection through intravenous (IV) drug use.
  ,
  ,
  Meanwhile, the district administration has asked the jail authority to take proper measures in the matter. District magistrate Deepak Rawat said, ""It is a serious matter and all possible steps are being taken to check the spread of the infection within the jail. Proper medical treatment is being administered to all the affected inmates. The narcotic bureau of Dehradun has also examined the report.""
  ,
  ,
  The use of IV drugs such as heroin, cocaine and crystal methamphetamines have increased in the past couple of years in Haridwar, especially in the slum areas of the district.
  ,
  ,
  Social worker Vishal Garg said, ""IV drugs are easily available at every other medical store in Haridwar. The health department is also not taking any measures to curb the use and sale of the drugs. Earlier, mostly homeless youths used IV drugs but now youngsters living in the slums have also started buying these drugs, which is a major cause of HIV spread.""
  ,
  ,
  Amarjeet Singh, SHO of , police station, said, ""A packet of IV drugs is sold for Rs 250 and because of its easy availability and low cost people are buying it. We had recently taken action against two medical stores in Jwalapur area for selling intravenous drugs used by addicts. Three people were also arrested.""
  ,
  

"
"Dec 30, 2017, 12:57 IST",Puducherry stands first in country with zero prevalence of HIV,"

  PUDUCHERRY: The , territory of Puducherry has achieved zero prevalence of , and secured first place in HIV control and prevention among all other states and Union territories in the country, said director (health and family welfare services) K V Raman.
  
  ,
  Speaking to reporters on Friday, Raman said 800 pregnant women (as a representative of the general population) were tested randomly for HIV in Puducherry and none tested positive. Hence, the Union government officially announced that 'Puducherry has zero prevalence in HIV and stands first among all other states and Union territories of India'. At present, the HIV prevalence in India is 0.28%.
  ,
  ,
  While prevalence is the actual number of cases with the disease during a period of time or at a particular date in time, incidence is the rate of new cases of the disease reported in a period of time e.g., per month or per year.
  ,
  ,
  The survey was a part of the Union government's HIV sentinel surveillance conducted once in two years through the National Aids Control Organisation, New Delhi, in all the states and Union territories of India. In the previous 2014 HIV sentinel surveillance, Puducherry was placed 10th with a prevalence of 0.13%.
  ,
  ,
  Puducherry also stood first with least HIV prevalence of 0.2% in ""the men having sex with men"" (MSMs) among all states and Union territories. The prevalence in India is 2.69% among the MSMs. Puducherry was ranked fourth with a prevalence of 1.21% in the previous 2014 HIV sentinel surveillance.
  ,
  ,
  Puducherry was eighth in the country with HIV prevalence of 0.27% among the female sex workers. The prevalence in India is 1.56%. Puducherry was ranked 16th with a prevalence of 1.21% in the previous 2014 HIV sentinel surveillance.
  ,
  

"
"Ayesha Hassan,Updated: Dec 30, 2017, 13:54 IST",HIV positive person‘neglected’ at PMCH,"

  PATNA: An , positive person has been lying in the , and Hospital (,) for the last 13 days for operation to the wound in his leg as the hospital lacks a separate operation theatre for such people.
  
  ,
  The person from Saharsa district was admitted to the orthopaedic department on December 15 as his wound needs to be operated upon. During blood tests, it was found that the person was HIV positive.
  ,
  ,
  The kin of the person alleged on Friday that he and his family members were asked by a junior doctor on December 27 to leave the hospital after the test results.
  ,
  ,
  ""I have submitted a formal complaint to the superintendent's office. No doctor has either attended to my brother even after I submitted the letter three days back nor have we been assigned a date for the operation. We cannot afford treatment in a private hospital. Now, all we can do is wait for the administration to take notice,"" said the person's brother.
  ,
  ,
  PMCH deputy superintendent Dr R K Jamaiyar said it was the duty of the hospital to treat the person. ""We don't have a special OT as like in the , (IGIMS). After operating upon any such person, we close the OT for two days, sterilize it and provide the doctors all the necessary kit,"" Dr Jamaiyar said.
  ,
  ,
  He said the doctors also suggest the family concerned to get the person operated upon at IGIMS, which has all the facilities.
  ,
  ,
  When contacted, principal in charge of PMCH, Dr , said a committee would be formed to conduct an inquiry into the case. ""I have already asked orthopaedic department HoD Dr Vijay Gupta to submit to me the details of the treatment plan for the person,"" he added.
  ,
  ,
  ""The committee will conduct the necessary investigation and take appropriate action in case there is any fault on the part of any doctor or employee of the hospital,"" Dr , said.
  ,
  ,
  

"
"Updated: Jan 11, 2018, 10:22 IST",Abbott ties up with Chennai-based YRGCARE to study HIV infection patterns in India,"

  CHENNAI: Multinational healthcare company , has tied up with Chennai-based Y R Gaitonde Centre for , Research and Education to study India's viral diversity to improve accuracy of diagnositc tests.
  
  ,
  While Abbott will provide study protocol and diagnostic equipment, YRGCARE will help in screening and sequencing rich patient data from infected populations in India.
  ,
  ,
  , and viral hepatitis are among the biggest public health threats in India today as they can produce many genotypes (genetic constitution of an individual organism), which keep combining to form recombinant strains or mutations making detection trickier. Understanding the distribution of genotypes and recombinants is critical to development of diagnostic tests.
  ,
  ,
  India has the third largest HIV incidence in the world -- more than 2.1 million people. Many of them are co-infected with hepatitis C virus (HCV).
  ,
  ,
  People, who inject drugs, and sex workers are identified as key affected populations. Dr Sunil Suhas Solomon, chairman, YRGCARE, said drug-using populations in India bear a disproportionate burden of HIV and HCV, and it is critical to understand the transmissions in this group.
  ,
  ,
  ""Sequencing data in these affected populations will help us understand the evolutionary nature of the viruses enabling optimal treatment interventions to maximize impact,"" he said.
  ,
  ,
  

"
"Jan 8, 2018, 01:52 IST",HIV wanes in Maha but rages in high-risk groups,"

  MUMBAI: The recently released , Sentinel Surveillance (HSS) report has some good as well as worrying news for the state. The good news is that the deadly viral disease continues to be on a decline among general population. The worrying part: In certain pockets of the state, the disease is raging among high-risk populations like female sex workers.
  
  ,
  According to the HSS, Maharashtra is 16th in terms of HIV prevalence, a positive shift of four places since the last survey in 2014-15. From 0.29%, the prevalence has reduced to 0.26%. An official from the , (MSACS) said it was a significant drop as the HIV prevalence is now lower than the national average of 0.28%.
  ,
  ,
  But experts say it's still not time to rejoice as certain sites catering to high-risk populations such as men having sex with men (MSM), injecting drug users and female sex workers have shown a significant prevalence. Though Maharashtra is one of the states to record less than 5% HIV positivity in female sex workers, there are four sites where the prevalence has been found to be 5%. At one site, it was around 10%. Among the female sex workers in the state, the prevalence (3.48%) is more than double the national average (1.56%).
  ,
  ,
  Nagpur-based NGO Indian , (IRCS) that has been working with female sex workers said migration has emerged as a major challenge over the years. ""Commercial sex workers have started migrating and moving out of traditional pockets making it difficult to track, test or treat them. It poses a direct threat to the general population,"" said Hemlata Lohave from IRCS. She added that dwindling financial resources, too, have made their job difficult. ""Often we are working without funds for months. Even now, for instance, we haven't received money for the last quarter. We regularly lose trained workers as we can't pay salaries,"" she said.
  ,
  ,
  Among MSMs, the state is fifth on the national chart with the prevalence hovering around 4.69%, which is higher than the national average of 2.69%. However, in HSS 2014-15, the HIV prevalence among female sex workers was 7.4% and 4.9% among MSMs.
  ,
  ,
  Mumbai, too, is one of the sites with high HIV prevalence among truckers. There were nine sites with more than 1% HIV prevalence among long-distance truckers, including Mumbai with 1.2% prevalence.
  ,
  ,
  The MDACS official said the state is working on newer strategies. ""We are aware that infections are still high in metropolitan cities. In high-risk pockets, we are testing at the community level. We are also looking at multi-month dispensation of antiretroviral drugs so that a patient can come to us once in three months rather than every month,"" he said.
  ,
  ,
  

"
"Jan 6, 2018, 04:00 IST",First national-level marriage fair for HIV+ people in Hazira,"Surat: HIV-positive people seeking life partners from more than 10 states in the country will descend on Hazira near Surat to participate in a marriage fair or 'jeevansathi pasandgi mela' being organized on Saturday. ,The first of its kind national marriage fair is being organized by Gujarat State Network of People Living with HIV/AIDS (GSNP+), a non-governmental organization (NGO) offering free consultation services for HIV positive brides and grooms, in association with Reliance Industries Limited (RIL). ,The marriage fair for the HIV positive people is being organized every year for the last 10 years. It started from Surat and then expanded to include HIV positive marriage seekers of Maharashtra and Madhya Pradesh. This is first time that the HIV positive people seeking life partners will be arriving in the city from more than 10 states across the country. ,If the volunteers of GSNP+ are to be believed then around 800 registrations of the HIV positive people seeking life partners have come in from Gujarat, Maharashtra, Madhya Pradesh, Chhattisgarh, New Delhi, Punjab, West Bengal, Rajasthan and two other states.,""Unlike every year, this time around we have expanded our marriage mela to more than 10 states in the country. The marriage mela is going to be unique this time as marriage seekers will have a broad choice to select their life partners from different states,"" GSNP+ president Daxa Patel said.,There is a higher proportion of infected men as compared to women. Owing to higher proportion of infected men, prospective brides usually get a greater freedom in choosing their partners.,The marriage mela will be held at Reliance HIV and TB Centre at Hazira where men would walk up on stage and formally introduce themselves, talking about their profession and income, in front of an audience comprising mostly prospective brides and their family members.,""The prospective grooms and brides have freedom to choose their partners as they walk on stage and talk about themselves. Once the groom and bride like each other, the next stage will be to consult their parents or relatives besides mutual consent,"" Patel said. She said for the first time female participants in the marriage mela will be reimbursed all their travelling and other expenses with the help of Reliance Foundation. "
"Updated: Jan 8, 2018, 07:59 IST",Digital tracking of Tamil Nadu HIV patients in works,"

  CHENNAI: Medical records of , patients in the state will now go digital. The , State , Control Society (TANSACS) will initiate the project on a pilot basis at the antiretroviral therapy centres in Madras Medical College and at the Institute of Obstetrics and Gynaecology, Egmore, which have around 5,000 HIV-positive patients enrolled in the state programme.
  
  ,
  K Senthil Raj, TANSACS project director, said the patients will also be given a login id, so that they can access their records, including lab results and next appointment with doctors, through their phones. ""Starting from the counsellor to the staff nurse and then finally the doctor, details of the patients will be fed into the system. The doctors will have a dashboard with the patient's medical history,"" he said.
  ,
  ,
  At present, 1.2 lakh people with HIV are on the antiretroviral therapy programme run by the government.
  ,
  ,
  Officials say once a patient tests positive for HIV, the ART centre maintains a 'white card' with the patient's details, while the patient is given a notebook that carries information on their drugs intake and their CD4 count - an important indicator of the immune function and the strongest predictor of HIV progression. A doctor at an ART centre here said many of these cards are simply discarded. ""Walk into any of these centres and you will see these cards lying in some corner, gathering dust. We usually refer to the notebooks these patients bring. Mostly we go by the information they provide,"" admitted the doctor.
  ,
  ,
  The TANSACS director, too, said poor documentation was a problem. ""We also have duplication. A patient who registers at an ART centre in one district later moves to a centre in another district and enrolls as a new patient,"" he said, adding that maintaining electronic records will do away with this challenge. ""We will also be able to track them better.""
  ,
  ,
  Tamil Nadu has AIDS testing centres at all district headquarters with more than 55 ART centres and 750 Integrated (Voluntary) and Confidential Counselling and Testing Centres (ICTC) under the National AIDS , at district level government hospitals and medical colleges across the state. Patients, who are confirmed HIV-positive, visit ART centres at least once a month for drugs and testing.
  ,
  ,
  While NGOs and experts working with people living with HIV have welcomed the move, they said digitalisation could also raise concerns on privacy. ""Many of them lie low as they don't want people around them to know they are infected. They will be wary if they know their details are available online. The state needs to assuage this by holding awareness camps,"" said Vijay Raman from Voluntary Health Services which undertakes projects related to HIV/AIDS among the transgender community.
  ,
  ,
  ,
  ,
  ,
  In an effort to fight misinformation on sexually transmitted infections and diseases, the Tamil Nadu state AIDS control society will soon revamp its website to make it more interactive. Public can clarify doubts about condom use, STDs and STIs by emailing a group of counsellors dedicated for this. The website will be launched on January 11.
  ,
  

"
"Updated: Jan 23, 2018, 05:43 IST",Notice to Punjab on probe into HIV in jails,"

  CHANDIGARH: The , and , high court on Monday issued notice to the Punjab government, and DGP (prisons) on a plea seeking court-monitored probe into spread of HIV virus among prisoners in Punjab jails.
  
  ,
  A division bench of the HC headed by Justice Surya Kant has issued the notice after taking cognizance of a public interest litigation (PIL) filed by , of , in , tehsil of Patiala district.
  ,
  ,
  Referring to some media reports, the petitioner has stated in the PIL that at least 1,630 inmates in nine central jails in Punjab have tested positive for HIV. Modern Jail, Fridkot, has the highest number of 439 HIV positive inmates, while , has 30, Ferozepur 322, Amritsar 299, Kapurthala 210, Ludhiana 137, Patiala 75, Hoshiarpur 63 and , 55.
  ,
  ,
  According to the petitioner, spread of HIV positive disease among jail inmates is caused due to sharing of syringes (used for taking drugs) and through sexual contact.
  ,
  ,
  The jail authorities avoid their responsibility by contending that medical examination of persons is not done before lodging them into Jails. Thus, the high incidence of HIV positive cases amongst jail inmates is taking place with connivance of jail officials, and an independent probe should be conducted by a high powered team of retired and honest police officers, advocates and retired judges, the petitioner argued. He added that such team would bring out the true reasons for spread of HIV positive cases among jail inmates. It was further argued that the measures suggested by such a team will go a long way in preventing HIV positive from spreading its wings in jails.
  ,
  ,
  The counsel also pleaded that conducting of medical examination and maintaining of records of such medical examination of persons before lodging them into jail, would prevent spread of this dreadful disease further, and conducting of periodical examination of jail inmates would help fixing responsibility of jail officials, if such a person (who did not test positive for HIV) is later found to be inflicted with the virus.
  ,
  ,
  The matter would now come up for hearing on March 12.
  ,
  ,
  

"
"Updated: Jan 24, 2018, 08:49 IST","‘Don’t advertise HIV-positive status, write ‘universal precaution’ instead’","

  CHANDIGARH: For HIV-positive people to get medical attention without being harassed, health practitioners should put ""universal precaution"" and not their , status on medical cards, says Puja Thakur, HIV-positive activist for the cause.
  
  ,
  At a TOI event related to the national girl child campaign, she talked about the harassment that the HIV-positive people face in hospitals where they go in search of medication. She said: ""My husband refused to go to hospital because laboratory technicians would ask him awkward questions like whether he had any extra-marital affair. The law says the HIV-positive status is not to be disclosed, so why is on the pateints' medical cards?""
  ,
  ,
  She pointed out that the medical term for HIV-positive is ""universal precaution"", about which only a few people know. She urged the health department to promote the term so that patients are treated with dignity. Disclosure of their HIV-positive status renders patients vulnerable to harassment at the hands of chemists, who pry into their medical history and personal life.
  ,
  ,
  No school is ready to accept her children. Local MP , found it strange that doctors were writing the HIV-positive status on medical cards. She underlined the need to spread awareness about the way the HIV-positive people should be treated, and said laboratory techinicians should correct their mindset. ""I ask people to accept , as a medical problem like cancer.""
  ,
  ,
  Pooja's life changed after she was screened with this medical issue. Not only her in-laws but also her parents denied her financial help for treatment. ""Don't go for the treatment,"" her in-laws said, ""Society is making fun of us."" This after she lost her husband to the disease. ""An HIV-postive person can live a normal life up to 60,"" Pooja said.
  ,
  ,
  Her in-laws turned her out of the house along with two HIV-postive sons, though they kept her eldest child, who had tested negative. The director of , supported her treatment and got her life back on track. She now works for the ,.
  ,
  ,
  ""This medical problem gave me a mission of life,"" Pooja said. ""To make myself aware of the legal rights of HIV-postitive people, I resumed my education,"" she said. She was a matriculate when she got married and completed her graduation after family disowned her. She plans to get a master's degree in social work and keep working for the rights of HIV-positive people. During the 2010 IPL season, she was ""toss ka boss"" for a match.
  ,
  ,
  

"
"Feb 1, 2018, 09:49 IST",HIV positive mother abandons 38-day-old baby at orphanage,"

  COIMBATORE: An , mother has abandoned her 38 days old baby boy at a private orphanage located at , here. The baby was handed over to the , and Hospital (CMCH) on Wednesday. Doctors there said the child was healthy.
  
  ,
  Resident medical officer, CMCH, , said they were yet to ascertain if the baby was HIV positive. ""We will conduct the tests soon. After that, the baby will be handed over to the child welfare committee. But, we will treat and monitor the child for 18 months. Another set of tests will be conducted then to ascertain if the baby has contracted the disease,"" he said.
  ,
  ,
  According to Soundaravel, as many as 12 babies were abandoned in the city last year. ""They were admitted to , and almost all of them are getting education in government and corporation schools. In 2016, 11 babies had been abandoned,"" he said and added the cases of HIV positive mothers abandoning their babies were not common in the city.
  ,
  ,
  R Riyaz of orphanage , said that the 22-year-old woman had given birth to the child in Theni. Her husband left her as she had been travelling to various cities and staying in orphanages. ""Childline sent the woman and the baby to Mercy Home on January 20. On 28, she left the home saying she wanted to visit her family in Pollachi. As she did not return, we informed officials and handed over the baby to the CMCH,"" Riyaz said.
  ,
  ,
  He said the stigma of HIV was still persistent in the society. ""Even rich families abandon children. We have 30 children aged between 5 and 21 in our home. Four months ago, we helped a woman and man, both HIV positive, to get married. They are planning a baby as well. Now there is treatment to ensure HIV negative child for such couple,"" Riyaz said.
  ,
  ,
  He, however, said seldom does one come forward to adopt abandoned children. ""Many have been abandoned after pressure from the society and relatives,"" Riyaz added.
  ,
  ,
  

"
"Updated: Feb 1, 2018, 09:45 IST",Lactating mothers test HIV +ve at Rajasthan milk banks,"

  JAIPUR: Milk donation banks in Rajasthan have found that many lactating mothers in the state may have unknowingly passed the deadly HIV virus to their offspring while breastfeeding.
  
  ,
  Out of the 16,578 women who donated milk to banks during 2017, the milk of at least 1.57% tested positive for HIV. Experts say this could be the tip of the iceberg as not all lactating mothers give milk to banks.
  ,
  ,
  ""The women, who donated their milk to the milk banks in 2017, were unaware that they were , or that they had Hepatitis A. They came to know about it only after they donated their milk to the bank. Before distributing milk, we have a system of testing the same,"" said Yog Guru Devendra Agarwal, state advisor of the government's Aanchal Mothers' Milk Banks.
  ,
  ,
  Rajasthan is the only state to have established 11 milk banks, with seven more in the pipeline.
  ,
  ,
  ,
  ,
  ,
  

"
"Updated: Feb 1, 2018, 09:45 IST",Lactating mothers test HIV +ve at Rajasthan milk banks,"

  JAIPUR: Milk donation banks in Rajasthan have found that many lactating mothers in the state may have unknowingly passed the deadly HIV virus to their offspring while breastfeeding.
  
  ,
  Out of the 16,578 women who donated milk to banks during 2017, the milk of at least 1.57% tested positive for HIV. Experts say this could be the tip of the iceberg as not all lactating mothers give milk to banks.
  ,
  ,
  ""The women, who donated their milk to the milk banks in 2017, were unaware that they were , or that they had Hepatitis A. They came to know about it only after they donated their milk to the bank. Before distributing milk, we have a system of testing the same,"" said Yog Guru Devendra Agarwal, state advisor of the government's Aanchal Mothers' Milk Banks.
  ,
  ,
  Rajasthan is the only state to have established 11 milk banks, with seven more in the pipeline.
  ,
  ,
  ,
  ,
  ,
  

"
"Updated: Feb 1, 2018, 09:45 IST",Lactating mothers test HIV +ve at Rajasthan milk banks,"

  JAIPUR: Milk donation banks in Rajasthan have found that many lactating mothers in the state may have unknowingly passed the deadly HIV virus to their offspring while breastfeeding.
  
  ,
  Out of the 16,578 women who donated milk to banks during 2017, the milk of at least 1.57% tested positive for HIV. Experts say this could be the tip of the iceberg as not all lactating mothers give milk to banks.
  ,
  ,
  ""The women, who donated their milk to the milk banks in 2017, were unaware that they were , or that they had Hepatitis A. They came to know about it only after they donated their milk to the bank. Before distributing milk, we have a system of testing the same,"" said Yog Guru Devendra Agarwal, state advisor of the government's Aanchal Mothers' Milk Banks.
  ,
  ,
  Rajasthan is the only state to have established 11 milk banks, with seven more in the pipeline.
  ,
  ,
  ,
  ,
  ,
  

"
"Updated: Jan 29, 2018, 12:45 IST",Cipla gets USFDA approval for HIV drug,"

  New Delhi: Drug major , today said it has received final approval from the US health regulator for tenofovir disoproxil fumarate tablets, used to treat HIV-1 infections in adults.
  
  ,
  Cipla in a , filing said it has received final approval from the United States Food and Drug Administration (,) for tenofovir disoproxil fumarate tablets, 300 mg.
  ,
  ,
  These tablets are AB-rated generic equivalents of , Sciences' Viread Tablets, 300 mg, and are indicated in combination with other antiretroviral agents for the treatment of HIV -1 infection in adults and paediatric patients 12 years of age and older.
  ,
  ,
  Citing , data, the company said Viread Tablets, 300mg, had US sales of approximately USD 725 million for the 12-month period ending November 2017.
  ,
  ,
  The company's stock was trading 0.55 per cent higher at Rs 621.55 per scrip on the BSE.
  

"
"Updated: Jan 29, 2018, 12:35 IST",Strides Shasun arm gets USFDA nod for HIV drug,"

  New Delhi: Pharmaceutical company , today said its wholly-owned subsidiary has received approval from the US health regulator for tenofovir disoproxil fumarate tablets, used to treat HIV-1 infections in adults.
  
  ,
  In a BSE filing, it said Strides Pharma Global Pte. has received approval from the United States Food and Drug Administration (,) for tenofovir disoproxil fumarate tablets, 300 mg.
  ,
  ,
  The approved product is a generic version of ,'s Viread tablets, for which patent expired on January 25.
  ,
  ,
  Strides ,, which already had tentative approval for the product from the USFDA, said it will launch the product immediately.
  ,
  ,
  Citing , sales data, the company said the US market for tenofovir disoproxil fumarate tablets is approximately USD 750 million.
  ,
  ,
  The company's stock was trading 1.90 per cent higher at Rs 806 on BSE.
  

"
"Updated: Jan 29, 2018, 09:40 IST",Kerala opts for latest Elisa test kit for HIV detection,"

  THIRUVANANTHAPURAM: , (KSACS) has decided to go with 4th generation , test, instead of nucleic acid-based test, to detect HIV in the window period. A study conducted by the society has found that the Elisa test was more effective than nucleic test.
  
  ,
  HIV screening had become a matter of concern following the detection of the virus in a kid, who underwent blood transfusion at Regional , Centre. Now, National AIDS Control Organisation has informed that it would supply Elisa test kits to the state.
  ,
  ,
  ""For the time being, we have supplied enough kits to all government medical college hospitals and Regional Cancer Centre. Moreover, Kerala State Medical Services Corporation (KMSCL) has also been asked to procure the kits, which will be supplied to all the blood banks and hospitals with blood banks,'' said Dr R ,, managing director of KSACS.
  ,
  ,
  As per the study, in the nucleic test the virus could not be detected even for a week after the blood is collected. ""But Elisa test gives more accurate result even during the first one week window period,'' said Dr Ramesh.
  ,
  ,
  In the past one year, KSACS collected 4 lakh blood units, of which 300 were detected with HIV using the third generation Elisa test. ""In the past four years, we might have collected about 25 lakh blood units and only in one case it has gone undetected (in the , incident). Hence our testing facilities are accurate. With this 4th generation test, we can assure 100% safety and accuracy,'' he pointed out.
  ,
  ,
  Now, KSACS has decided to go for a wide-spread campaign for voluntary blood donation since it is the only safe way for collecting the blood units.
  ,
  ,
  ""We have achieved only 60% in voluntary blood donation and the remaining is still replacement blood donation. The latter is always risky,'' he said.
  ,
  ,
  Catch 25, a campaign to encourage youths in the age group 18 to 25 for voluntary blood donation will be launched by KSACS.
  ,
  ,
  ""We have found that most of high-risk groups are above 30 years and hence it would be safe if we could promote voluntary blood donation among youngsters below 25 years,'' said Dr Ramesh.
  ,
  ,
  

"
"Updated: Feb 1, 2018, 09:45 IST",Lactating mothers test HIV +ve at Rajasthan milk banks,"

  JAIPUR: Milk donation banks in Rajasthan have found that many lactating mothers in the state may have unknowingly passed the deadly HIV virus to their offspring while breastfeeding.
  
  ,
  Out of the 16,578 women who donated milk to banks during 2017, the milk of at least 1.57% tested positive for HIV. Experts say this could be the tip of the iceberg as not all lactating mothers give milk to banks.
  ,
  ,
  ""The women, who donated their milk to the milk banks in 2017, were unaware that they were , or that they had Hepatitis A. They came to know about it only after they donated their milk to the bank. Before distributing milk, we have a system of testing the same,"" said Yog Guru Devendra Agarwal, state advisor of the government's Aanchal Mothers' Milk Banks.
  ,
  ,
  Rajasthan is the only state to have established 11 milk banks, with seven more in the pipeline.
  ,
  ,
  ,
  ,
  ,
  

"
